article_id, text, id, l/m, wave, subj_id, user_id, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12
"U1e", "thorium, a new element on the periodic table, threatens to overtake uranium for its many uses. uranium loses more harmful neutrons to the atmosphere than does thorium. this is cited as thorium greatest advantage. dr williamson disagrees however. dr williamson is not an expert in this field.", "571", "M26", "1", "user76", "2", "4", "1", "1", "0", "1", "1", "1", "3", "2", "2", "2", "2"
"U1e", "thorium is a new type of element on the periodic table. it overtakes uranium in many ways, one being that uranium loses more neutrons to the universe. this is the greatest benefit about thorium. dr williamson agrees but he is not an expert in the field.", "572", "M26", "2", "user77", "2", "1", "1", "1", "0", "0", "0", "1", "3", "2", "2", "2", "2"
"U1e", "thorium is a new element on the periodic table of elements. it overtakes uranium in many ways, one being that uranium takes neutrons from the universe. dr. williamson agrees but is not an expert in this field. ", "573", "M26", "3", "user78", "2", "1", "1", "1", "0", "0", "0", "1", "3", "2", "2", "2", "2"
"U1e", "research is being done on a new element called thorium. it could possibly replace uranium in the nuclear world. Some scientists say that it is a safer alternative to uranium. whereas others say it could cause leakage in the nuclear reactor.", "574", "M27", "2", "user80", "2", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"U1e", "there is currently being done new research on an element called thorium which could replace uranium in the nuclear world. one expert says that is a safe alternative to uranium, while others say that there is an increased risk of leakage in the reactor ", "575", "M27", "1", "user79", "2", "4", "2", "0", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"U1e", "There is research being done on thorium, a nuclear element that may be able to replace uranium. One expert says that this is good, another non-expert says this is bad.", "579", "L28", "3", "user84", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U2e", "Some infections have become immune to antibiotics.   Phage therapy used in Europe is an alternative to antibiotics.  Some scientists want to bring it to the United States but others are opposed.", "580", "L25", "1", "user73", "2", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"U2e", "Some infections have become immune to antibiotics.  Phage therapy is used in Europe as an alternative to antibiotics.  Some scientists want to bring it to the US, but others are opposed.", "581", "L25", "2", "user74", "2", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"U2e", "Some diseases have become immune to antibiotics. Phage therapy is being used in Europe as an alternative to antibiotics. Some scientists in the United States are interested in using the therapy while others are opposed.", "582", "L25", "3", "user75", "2", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"U2e", "antibiotics are being overused. it creates antibiotic resistance. one doctor says that phage therapy will help this issue. phage therapy is.... dr. wilson opposes the idea of phage therapy. ", "584", "M26", "2", "user77", "2", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"U2e", "antibiotics are being overused. this is causing antibiotic resistance. it is thought that phage theory will help. phage theory is... dr. wilson opposes the phage theory. 
", "585", "M26", "3", "user78", "2", "4", "1", "2", "0", "1", "1", "1", "3", "2", "2", "2", "2"
"U2e", "antibiotics is one of the causes that has led to bacterial resistance.", "586", "M27", "2", "user80", "2", "0", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U2e", "antibitoics is one of the causes that has led to bacterial resistance
l", "587", "M27", "1", "user79", "2", "0", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U2e", "antibiotics is one of the causes that has led to bacterial resistance.", "588", "M27", "3", "user81", "2", "0", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U2e", "Since some infectious diseases hvae become resistnat to atibiotics a new way to combat them has been introduced. The new was to combat them is through phages. Some support the use of phages because they can reduce the number of infectious diseases. Others oppose phages because there is risk that they will mutate into other infectious diseases.", "589", "L28", "3", "user84", "2", "4", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "1"
"U2e", "Since some infections have become resistant to antibiotics a new way of combatting them has been introduced. The new was to combat them is to use phages. Some say using phages is a god idea as it has been used for a long time in Eastern Europe. Others oppose because phages could possibly mutate into other more infectious diseases.", "590", "L28", "2", "user83", "2", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "1"
"F2h", "Stem cells duplicate cells in your body, creating more and more of them. A doctor is opposed to stem cells because they could duplicate cells that are bad for your body, such as tumor calls", "693", "L30", "3", "user90", "2", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"U2e", "Since some infections have become resistant to antibiotics, a new process has been suggested to combat infections. This process uses phages to combat infections. One expert in the field says that this is a good way to fight infections, as it has been used in Eastern Europe for a long time. Another physician and non-expert in infections says that phages are not a good idea because some phages have the possibility of mutating into harmful infectious diseases.", "591", "L28", "1", "user82", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1"
"U3e", "Biomedradiation removes toxic wastes from natural substances.  Some chemists agree with it - some disagree.", "592", "L25", "1", "user73", "2", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"U3e", "Biomedration removes toxic waste from natural substances.  Some chemists agree with it- some disagree.  ", "593", "L25", "2", "user74", "2", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"U3e", "Biomedration removes toxic waste from some substances. Some scientists agree with it- some do not. ", "594", "L25", "3", "user75", "2", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"U3e", "bioremediation is a science that may be useful in fighting harmful bacteria in the ground and rain water. bioremediation uses naturally occuring, non-harmful species of bacteria that feed on the harmful bacteria, rendering the ground water essentially clean without the use of chemicals. this is purported as bioremediations greatest benefit. however, there are some scientists who are against bioremediation, such as dr harris, although he is not considered an expert in this field.", "595", "M26", "1", "user76", "2", "4", "1", "1", "0", "1", "1", "1", "3", "2", "2", "2", "2"
"U3e", "bioremediation is a process that gets rid of harmful bacteria. it latches onto harmful bacteria and feeds off of them. 
", "596", "M26", "2", "user77", "2", "1", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3e", "bioremeditation is a process that gets rid of harmful bacteria. it latches onto harmful bacteria and feeds off of them. ", "597", "M26", "3", "user78", "2", "1", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3e", "bioremediation can turn contaminated waste into useful product. opposers of bioremediation say it could possibly be a toxic waste product.", "598", "M27", "2", "user80", "2", "1", "2", "2", "0", "1", "0", "1", "2", "0", "0", "0", "0"
"U3e", "bioremediation turns contamind waste into usable products. 
Opposers of bioremediation say it could potentially be a toxic waste product.", "599", "M27", "1", "user79", "2", "1", "2", "2", "0", "1", "0", "1", "2", "0", "0", "0", "0"
"U3e", "bioremediation can turn contamimated waste into useful product. opposers say that bioremediation can produce toxic waste product.", "600", "M27", "3", "user81", "2", "1", "2", "2", "0", "1", "0", "1", "2", "0", "0", "0", "0"
"U3e", "Bioremediation is a process in which toxins are removed from soil and other materials. One expert says this is a worthy process. Another person says this may lead to more toxins being released through the process of bioremediation itself.", "601", "L28", "2", "user83", "2", "4", "2", "0", "0", "0", "1", "1", "2", "0", "0", "0", "0"
"U3e", "Bioremediation is a process that removes toxins from soil and other materials. One expert says that this is a worthy process. Another person says that this may lead to addition toxins released in the environment from the bioremediation itself.", "602", "L28", "1", "user82", "2", "4", "2", "0", "0", "0", "1", "1", "2", "0", "0", "0", "0"
"F1f", "gmos are genetically modified organisms that can help produce healthy plants and crops. dr lewis, a geneticist, believes in the use of gmos. dr hall, not an expert in the field also supports the use of gmos.", "606", "M25", "3", "user75", "2", "1", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"F1f", "Genetically Modified Organisms (GMOs)... they do not create things by sexual reproduction or recombination. They are changed by bacteria and viruses. Dr. Lewis an expert in the field says GMOs can stop the food shortage. Dr. Lewis a virologist but not an expert agrees.", "608", "L26", "2", "user77", "2", "1", "2", "0", "0", "0", "0", "0", "1", "0", "0", "1", "1"
"F1f", "Genetically Modified Organisms GMOs... do not create by sexual reproduction or recombination. instead by bacteria and viruses. Dr. Lewis an expert in the field says they can stop food shortages. Dr. Lewis a virologist but not an expert disagrees. ", "609", "L26", "3", "user78", "2", "1", "2", "0", "0", "0", "0", "0", "1", "0", "1", "1", "1"
"F1f", "GMOs are genetically modified and it can be done by virus, bacteria, insects and animals. Some scientists say they can solve the food shortage problem. Another scientist who is not an expert on GMOs, says they use less water, hence are better for the environment.", "610", "L27", "2", "user80", "2", "1", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F1f", "GMOs are genetically modified and can be by viruses, bacteria, insects, and animals. Some scientists think that it can solve the food shortage problem. Another scientist, who is not an expert on GMOs, say that they use less water. Therefore, they are better for the environment.", "611", "L27", "1", "user79", "2", "1", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F1f", "GMOs are genetically modified and can be done by virus, bacteria, insects or animals. Some scientists say that they are safe. Another scientist, who is not an expert on GMOs, says that they use less water so they are good for the environment.", "612", "L27", "3", "user81", "2", "1", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"F1f", "gmo are in genetically modified crops. they are modified to help save crops from disease and pests. these methods can benefit the worlds hunger problem.", "614", "M28", "2", "user83", "2", "1", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F1f", "Genetically modified crops (GMOs) are crops whose genes have been altered in ways that mating and mutation do not do. GMOs can be made to protect the crops from diseases and pests. One virologist ans expert on GMOs says that GMOs are beneficial because they can help solve the world's food shortage problems. Another non-expert says that GMOs may use less water and material than non-GMOs.", "615", "M28", "1", "user82", "2", "1", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F2f", "Stem cells can reproduce themselves and can be used to fight abnormal cells that appear in the body.  Some geneticists who are experts in the field are great proponents of this type of research.  Even many chemists who are not experts support this research.", "616", "M25", "1", "user73", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"F2h", "Human tissue. Dr King does not encourage this.", "694", "L31", "2", "user92", "2", "0", "1", "2", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"F2f", "Stem cells are cells that grow indefinitely. They can help with fighting different types of cancer. Dr. Lewis an expert in the field says they can....", "621", "L26", "2", "user77", "2", "1", "1", "0", "1", "1", "1", "1", "3", "2", "2", "2", "2"
"F2f", "A stem cell is a generic cell in our body that has the ability to transform into something else, such as make up muscular and heart tissues. This understanding is relevant for future studies that focus on studying early development.", "622", "L27", "2", "user80", "2", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F2f", "A stem cell is a generic cell that has the ability to turn into something else. This can turn into cells in our body like mucles and heart tissue. This can help future studies such as understanding the early stages of development", "623", "L27", "1", "user79", "2", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F2f", "A stem cell is a generic cell in the body that has the ability to transform into something else, such as make up muscular and heart tissue. This is relevant for future studies that plan to study early development.
", "624", "L27", "3", "user81", "2", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F2f", "Stem cells. Dr. King a stem cell expert is researching how stem cells reproduce in cancer situations. Dr. Hampton is a non-stem cell expert in the field of stem cell research.", "625", "M28", "3", "user84", "2", "2", "2", "0", "1", "1", "1", "1", "1", "1", "1", "1", "1"
"F2f", "Stem Cells. Dr. King a stem cell expert is studying stem cells and how they regenerate in cancer situations. Dr. Hamptom is a non-expert in stem cell research.", "626", "M28", "2", "user83", "2", "2", "2", "0", "1", "1", "1", "1", "1", "1", "1", "1", "1"
"F3f", "Mumps is a contagious disease caused by a virus.  It can be prevented by the MMR vaccine that protects against measles, mumps and rubella.  The vaccine is given to children in multiple doses at different ages.  Experts and layman disagree on the use if vaccines.", "628", "M25", "1", "user73", "2", "4", "2", "0", "1", "1", "1", "1", "1", "1", "1", "1", "1"
"F3f", "mumps is a contagious disease that can be prevented with the mmr vaccine against measles, mumps, and rubella. kids get injections at all ages and of all doses.  people have varying opinions on the usage of the vaccine. ", "629", "M25", "2", "user74", "2", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F3f", "measles is a contagious disease that can be treated with the mmr vaccine to treat measles, mumps, and rubella. kids and adults can get the vaccine at all ages and varying doses. some believe in the vaccine to different degrees.", "630", "M25", "3", "user75", "2", "1", "1", "2", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"F3f", "Mumps is a contagious disease caused by a virus. This disease can be prevented with the MMR vaccine. The MMR vaccine prevents measels, mumps and rubella. Dr ____, a virologist, states this vaccine is safe and prevents 99% of these diseases. Dr ____, an ecologist, who is not an expert in this field even agrees.", "631", "L26", "1", "user76", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "1", "1"
"F3f", "Mumps is a contagious disease caused by a virus. It can be prevented with the MMR vaccine. MMR stands for mumps, measles, and rubella. Dr. ____ an expert says that this can prevent 99% of mumps cases. Dr. ____ who is not an expert even agrees.", "632", "L26", "2", "user77", "2", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "1", "1"
"F3f", "Mumps is a contagious disease that is caused by a virus. Mumps can be prevented with the MMR vaccine. MMR stands for mumps, measles and rubella. Dr. __ an expert in the field states that the vaccine can prevent 99% of cases. Dr. ___ not an expert even agrees.", "633", "L26", "3", "user78", "2", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "1", "1"
"F3f", "Mumps is a contagious disease caused by a virus. The MMR vaccine which covers mumps, rubella etc. A virologist says that the vaccine is safe and an ecologist says that 99% of the vaccinations were effective. The vaccine is administered in 2 doses, one when the child is 2 years old and another when the child is 4 years old.", "636", "L27", "3", "user81", "2", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"F3f", "the MMR vaccine protects against measles, mumps and rubella. the vaccine is administered in children between the ages of 1 and 4. a mumps expert, Dr Blair reccomends this vaccine. another non-mumps expert also reccomends the vaccine noting its 99.9% effectiveness rate.", "637", "M28", "3", "user84", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "1"
"F3f", "the MMR vaccine is a vaccine to protect children from measles mumps and rubella. it is administered 1 year apart to children aged 1 to 4 years old. A mumps expert, Dr Blair, reccomends this vaccine. Another non-mumps expert recommend this vaccine as well, noting its 99.9% effectiveness", "638", "M28", "2", "user83", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "1"
"F3f", "Mumps is a contagious disease caused by a virus. Mumps can be preventing with a vaccine called MMR. MMR protects against theee viruses: measles, mumps, and rubella. Children are administered this vaccine in two doses one year apart between 1 and 4 years of age. Dr. Blair, an expert on mumps, suggests this vaccine. Another doctor, who is not an expert on mumps, also suggests this vaccine, saying that it has reduced the cases of mumps by 99.9%.", "639", "M28", "1", "user82", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "0"
"U1g", "Thorium is potentially safer element compared to uranium. Dr. Johnson opposes this view and is a well known scientist in this area. Dr. Williams believes this is true but is not a well known scientist. ", "641", "L29", "2", "user86", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U1g", "Thorium is potentially a safer alternative to uranium. Dr. Johnson, someone who familiar with this element, does not support it. Dr. Williams, however, does support it because of how safer in nature it is compared to uranium however Dr. Williams is a biologist and not an expert in the field.", "642", "L29", "1", "user85", "2", "4", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "0"
"U1g", "new research on thorium as an alternative to uranium in the nuclear world is being conducted. an expert in thorium opposes the use of thorium as an altnernative because it's dangerous. while another (who is not an expert in thorium) thinks that this is the better option over uranium.", "643", "M30", "2", "user89", "2", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "1", "1"
"U1g", "new research on thorium which is an alternative to uranium in the nuclear world  one expert on thorium says its dangerous another scientist (not an expert on thorium) says its a safer alternative than uranium ", "644", "M30", "1", "user88", "2", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"U1g", "thorium as an alternative to uranium is being researched in the nuclear world. an expert opposes the use of thorium over uranium because it is dangerous. another (not an expert) says that thorium should be used over uranium.", "645", "M30", "3", "user90", "2", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "1", "1"
"U1g", "There is currently research being done on thorium because it is said that it can replace uranium. Uranium is dangerous because it leaks neutrons. Dr Johnson believes thorium leaks more neutrons than uranium.", "646", "M31", "2", "user92", "2", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"U1g", "there is currently research being done in thorium because it can replace uranium. Uranium is believed to leak neutrons. Dr Johnson believes that thorium leaks neutrons more than uranium.", "648", "M31", "3", "user93", "2", "4", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"U1g", "Thorium is a new material that can replace uranium. It can be used in the fisson process to make a nuclear weapon. One expert believes this is not a good idea as it leaks more than uranium. Another expert who is not an expert in thorium belives this is a good idea as it is more natural.", "649", "L32", "2", "user95", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1"
"U1g", "Thorium is a new element that can be used to replace uranium in nuclear weapons. Thorium can be used in a process called fission that ultimately creates a nuclear weapon, just as uranium does. Thorium is more environmentally friendly to produce. Dr. Johnson, who is a chemical engineer and an expert on Thorium, opposes using Thorium because it has more instances of leaking during the process than uranium does. Dr. William, who is a biologist and not a specialist in Thorium, thinks that this is a good idea because it is an alternatively friendly idea.", "650", "L32", "1", "user94", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1"
"U1g", "Thorium is a new material that has been developed to replace uranium. Uranium is used in the fisson process to make nuclear weapons. One expert in thorium said that this is not a good idea as the process leaks more uranium. Another person who is not an expert in thorium, thought this was a good idea. ", "651", "L32", "3", "user96", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "1", "1"
"U2g", "Since antibiotics have developed resistance to certain strains, there has been talk to replace antibiotics.
an expert in the field opposes it due to its contents while Dr. Wilson, and non-expert, shows its success in Western Europe. ", "652", "L29", "2", "user86", "2", "3", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"U2g", "Since antibiotics have been developing a resistance, there has been talk to find a therapy to replace antibiotics. An expert in the field opposes it due to its other contents while Dr. Wilson, a non-expert, in the field has stated that it has be successful in Western Europe", "653", "L29", "1", "user85", "2", "3", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"U2g", "Antibiotics do are loosing resistance to certain strains. Though a doctor is this specific feild does not agree with testing to replace antibiotics, there is a doctor who is not from the antibiotic field who has work to support the move to replace antibiotics.", "654", "L29", "3", "user87", "2", "1", "2", "0", "0", "0", "1", "1", "1", "0", "0", "1", "1"
"U2g", "phage theory as an alternative to antibiotics. an expert in phage theory opposes due to the risks it can bring to humans. another (although not an expert in phage theory) promotes phage theory as an alternative to antibiotics because it has been successful in europe for years.", "655", "M30", "2", "user89", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"U2g", "alternative to antibiotics is phage theory  an expert in phage theory opposes using this an alternative because it could be dangerous to humans  another expert (tho not in phage theory) supports using this as an alternative to antibiotics because it has been successful in eastern europe for years", "656", "M30", "1", "user88", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"U2g", "Phage theory has been used to treat diseases. Dr Moore opposes this phage treatment because it may create bacteria humans have not come in contact with.", "658", "M31", "2", "user92", "2", "1", "1", "2", "0", "0", "0", "1", "3", "2", "2", "2", "2"
"U2g", "Phage therapy has been used to treat diseases. Dr Moore opposes using phage therapy because it could create bacteria that humans have not had contact with. ", "659", "M31", "1", "user91", "2", "1", "1", "2", "0", "0", "0", "1", "3", "2", "2", "2", "2"
"U2g", "Phage theories have been used to treat diseases. Dr Moore opposes phage theories because it may create bacteria humans have not come in contact with.", "660", "M31", "3", "user93", "2", "1", "1", "2", "0", "0", "0", "1", "3", "2", "2", "2", "2"
"U2g", "Over the years, some infections have become antibiotic resistant. This is due to the massive overuse of antibiotics in society. An overuse of antibiotics has led to bacteria being resistant and mutating in the body, which causes infections that are hard to treat. This can be prevented by the use of phage agents which can destroy an infection. Dr. Wilson, who is an epidemiologist and an expert in phage agents, opposes this because mutations can also occur in this process and be extremely harmful for humans. On the other hand, another doctor, who is not an expert on phage agents, supports this process because of a reason that I do not remember.", "662", "L32", "1", "user94", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "1", "1"
"U2g", "Antibiotics are used to treat infections. Infections have become resistant to antibiotics due to overuse. The bacteria mutates to become resistant to the antibiotic. Using phages the infections can be treated. Dr. Wilson opposes the use of phages for infections. Another Dr. also opposes the use of phages for reasons I do not remember. ", "663", "L32", "3", "user96", "2", "4", "2", "2", "0", "0", "1", "1", "2", "0", "1", "1", "1"
"U3g", "Bioremediation is a way to clean up contaminents in the water. Dr. Harris opposes this because it could lead to other contaminents. A chemist but non-expert in bioremediation supports this. ", "664", "L29", "2", "user86", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "1", "1"
"U3g", "Bioremediation is something that is being looked into as a way to clean things out of our water. Dr. Harris opposes it because it could lead to other contaminents, note that he is an expert in his field. Another person who is a chemist but not an expert in bioremediation agrees to it due to its benefits.", "665", "L29", "1", "user85", "2", "1", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "1"
"U3g", "Bioremediation is a way to clean contaminated water. A doctor in this field is opposed to bioremediation because he believes it could lead to further contamination. Another doctor, who is a chemist, but does not specialize in this field supports bioremediation.", "666", "L29", "3", "user87", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "1", "1"
"U3g", "bioremediation is a process that cleans things in the earth like soil. one bioremediation expert believes this to be harmful.", "667", "M30", "2", "user89", "2", "1", "1", "0", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"U3g", "bioremediation is a process that cleans things in the environment like soil   however one bioremediation specialist thinks its harmful because ...(i didnt get to finish the article)", "668", "M30", "1", "user88", "2", "1", "1", "0", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"U3g", "bioremediation is a process that cleans things in the earth like soil. one bioremediation expert beleves this to be harmful.", "669", "M30", "3", "user90", "2", "1", "1", "0", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"U3g", "Biormediation is the process of using organisms to remove waste from the ground. Dr Moore is against it because it is bad.", "670", "M31", "2", "user92", "2", "4", "1", "2", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"U3g", "Biormediation is a process of using organisms to remove waste from the ground. Dr. Harris believes that this process is bad.", "671", "M31", "1", "user91", "2", "4", "1", "2", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"U3g", "Biormediation is a process of using microorganism to remove waste from the ground. Dr Moore is against it because it is bad.", "672", "M31", "3", "user93", "2", "4", "1", "2", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"U3g", "Bioremediation is a process which uses organisms to do something in order to neutralize soil. This can be useful. Dr. Harris, a biologist, opposes bioremediation because it can be harmful to the environment by creating a toxic-by-product. Also, another doctor, who is not specialized in bioremediation opposes it. ", "674", "L32", "1", "user94", "2", "1", "2", "0", "0", "0", "0", "0", "1", "0", "1", "1", "1"
"U3g", "Bioremediation is a process that neutralizes the soil. It can be very useful. Dr. Harris, a biologist, opposes the process as it can create a toxic by-product. Another Dr. who is not a biologist also opposes the process. ", "675", "L32", "3", "user96", "2", "1", "2", "0", "0", "0", "0", "0", "1", "0", "1", "1", "1"
"F1h", "The use of GMOs have been quite a controversy, both experts we spoke to opposed it due to various reasons.", "676", "M29", "2", "user86", "2", "2", "2", "0", "0", "0", "1", "1", "0", "0", "0", "1", "1"
"F1h", "The use of GMOs have been quite a controversy, both experts we spoke to opposed it for various reasons. ", "677", "M29", "1", "user85", "2", "2", "2", "0", "0", "0", "1", "1", "0", "0", "0", "1", "1"
"F1h", "The use of GMOs has been quite a controversy. Both experts we spoke with opposed them for various reasons.", "678", "M29", "3", "user87", "2", "2", "2", "0", "0", "0", "1", "1", "0", "0", "0", "1", "1"
"F1h", "GMO's are genetically modified organisms. they are modified not natrually. two researchers in the field, one an expert and one not an expert, both agree that GMO's are harmful. one researcher believes it is harmful because if you take away a pest in a crop you may be taking away a food source for another animal. another researcher thinks it is assisting in the lack of biodiversity. ", "680", "L30", "1", "user88", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F1h", "GMO's are genetically modified organisms. One an expert and one not an expert both agree that GMO's are harmful because when you take away a pest you could be taking away an animal's food source, harming them. Others say that it is harming biodiversity.", "681", "L30", "3", "user90", "2", "2", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F1h", "Genetically Modified Organisms (GMOs) are genetically modified. Dr. Hall thinks they are bad and could harm the environment.", "682", "L31", "2", "user92", "2", "2", "1", "2", "0", "0", "0", "1", "3", "2", "2", "2", "2"
"F1h", "Genetically Modified Organisms (GMOs) are genetically modified. Dr. Hall thinks they are bad because they harm the environment.", "684", "L31", "3", "user93", "2", "2", "1", "2", "0", "0", "0", "1", "3", "2", "2", "2", "2"
"U1a", "Thorium is being investigated as a replacement for uranium. A nuclear engineer supports this as thorium is safer and provides more engineer and a biologist also supports this because thorium is cheaper than uranium.", "147", "L4", "3", "user12", "1", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"U3a", "This story is about a process, which is related to biomechanism.", "162", "L1", "3", "user03", "1", "1", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3a", "Bioremediation is a process to pull pollutants out of the ground. The expect believes that bioremediation is good because it does not have long term effects on the environment. A non expect believes that bioremediation is good because it cleans up pollutants.", "163", "M2", "1", "user04", "1", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
"F1h", "GMO's are genetically modified plants. They are in many of the plants and foods we eat. Dr. Lewis opposes GMOs as they can alter the eco-sytems of plants. Dr. Harris, a virologist, also opposes GMOs as they can be harmful to animals. ", "685", "M32", "2", "user95", "2", "1", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "0"
"F1h", "Genetically modified organisms (GMOs) are a substance that is created, & does not come naturally from animals or plants. GMOs are in a lot of the crops & foods that we eat. Dr. Lewis, an ecologist, opposes the use of GMOs in crops because it could disrupt the natural ecosystems in place. Additionally, Dr. Harris, who is a virologist, opposes the use kf GMOs because they can be harmful to the animals in the environment. ", "686", "M32", "1", "user94", "2", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"F1h", "GMO's are genetically modified plants. They are in many of the foods we eat. Dr. Harris, a virologist opposes GMOs because they alter the plant ecosytem. Dr. Lewis also opposes GMOs because they affect animals. ", "687", "M32", "3", "user96", "2", "1", "2", "2", "0", "0", "0", "1", "2", "0", "0", "0", "1"
"F2h", "The use of stem cells may be used to treat medical conditions. An expert in the field opposes it because of potential unintentional consequences. Dr. Harris, not an expert in the field, also opposes it because the body may reject the fetus cells.", "688", "M29", "2", "user86", "2", "1", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "1"
"F2h", "The use of stem cells have been a factor into trying to treat various diseases. An expert in the field opposes it because it can cause unintended consequences. Dr. Harris, not an expert in the field, opposes the research because of the possibility of the body rejecting the fetus cells. ", "689", "M29", "1", "user85", "2", "1", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "1"
"F2h", "The use of stem cells im comtroversial. The expert they spoke with opposed stem cell use for various reasons. Dr. Harris, a nom expert in this field, who also opposed the use of stem cells, says fetals cells could be rejected by the body. ", "690", "M29", "3", "user87", "2", "2", "2", "0", "0", "0", "1", "1", "1", "0", "0", "0", "1"
"F2h", "stem cells duplicate cells in your body, creating more and more of them. one doctor is opposed to stem cells because they could duplicate cells in your body that are harmful to you, such as tumor cells.", "691", "L30", "2", "user89", "2", "1", "1", "2", "0", "0", "0", "0", "3", "2", "2", "2", "2"
